account_id,Sum of awg_engagement_rate,Sum of comment_engagement_rate,create_time,Sum of followers,Sum of following,is_ad_virtual,is_verified,like_count,Sum of like_engagement_rate,Sum of likes,open_favorite,top_videos,timestamp,Sum of videos_count
"Dm For Work""",0.39669931972789113,,https://www.tiktok.com/@genostyletv,691600,54,null,,null,,,null,,,
"don’t spam like!""",0.1619423006856348,,https://www.tiktok.com/@n0eak,264600,283,null,,null,,,1,,,
douaaamina3,0.0030394065047530394,0.0004795351330004795,null,5252,958,false,false,null,0.0025598713717525597,597,null,"https://www.tiktok.com/@douaaamina3/video/7020394879658364162,https://www.tiktok.com/@douaaamina3/video/7020374120722369794,https://www.tiktok.com/@douaaamina3/video/7012341484351409410,https://www.tiktok.com/@douaaamina3/video/7011049585904749825,https://www.tiktok.com/@douaaamina3/video/7010906015545806082,https://www.tiktok.com/@douaaamina3/video/7010453641760951554,https://www.tiktok.com/@douaaamina3/video/7010436750170443010,https://www.tiktok.com/@douaaamina3/video/7006417918934125826,https://www.tiktok.com/@douaaamina3/video/7006281427100699906,https://www.tiktok.com/@douaaamina3/video/7003518190038863105,https://www.tiktok.com/@douaaamina3/video/6987138780641758465,https://www.tiktok.com/@douaaamina3/video/6962909624769056002,https://www.tiktok.com/@douaaamina3/video/6960673279308811522,https://www.tiktok.com/@douaaamina3/video/6937297728351259906,https://www.tiktok.com/@douaaamina3/video/6915062309442358529,https://www.tiktok.com/@douaaamina3/video/6913555500709711105,https://www.tiktok.com/@douaaamina3/video/6905016962795982082,https://www.tiktok.com/@douaaamina3/video/6891356805016849666,https://www.tiktok.com/@douaaamina3/video/6890986383742225665,https://www.tiktok.com/@douaaamina3/video/6890843945765506306,https://www.tiktok.com/@douaaamina3/video/6890123705200987393,https://www.tiktok.com/@douaaamina3/video/6888791015877053698,https://www.tiktok.com/@douaaamina3/video/6885323068990901505,https://www.tiktok.com/@douaaamina3/video/6884692108695915778,https://www.tiktok.com/@douaaamina3/video/6876530144815615234,https://www.tiktok.com/@douaaamina3/video/6863991018279275782,https://www.tiktok.com/@douaaamina3/video/6862826389796556038",2023-08-05 00:00:00,27
doudoudonya0,0.00713100724160632,0.0004371296905859118,null,5425,770,false,false,null,0.006693877551020408,28100,null,"https://www.tiktok.com/@doudoudonya0/video/7198568334911163654,https://www.tiktok.com/@doudoudonya0/video/7198565155737799941,https://www.tiktok.com/@doudoudonya0/video/7198563678608821510,https://www.tiktok.com/@doudoudonya0/video/7115442837252066565,https://www.tiktok.com/@doudoudonya0/video/7113509792844418310,https://www.tiktok.com/@doudoudonya0/video/7111067164878048517,https://www.tiktok.com/@doudoudonya0/video/7107710242015825158,https://www.tiktok.com/@doudoudonya0/video/7097601247007476998,https://www.tiktok.com/@doudoudonya0/video/7097598988748164357,https://www.tiktok.com/@doudoudonya0/video/7097594697174060293,https://www.tiktok.com/@doudoudonya0/video/7095200015160773894,https://www.tiktok.com/@doudoudonya0/video/7095197692032273669,https://www.tiktok.com/@doudoudonya0/video/7084679371528670470,https://www.tiktok.com/@doudoudonya0/video/7084676789682883845,https://www.tiktok.com/@doudoudonya0/video/7084674518676966662,https://www.tiktok.com/@doudoudonya0/video/7084672350909648134,https://www.tiktok.com/@doudoudonya0/video/7084671819248127237,https://www.tiktok.com/@doudoudonya0/video/7084670471257509125,https://www.tiktok.com/@doudoudonya0/video/7077264471382560006,https://www.tiktok.com/@doudoudonya0/video/7077255434855386374,https://www.tiktok.com/@doudoudonya0/video/7077248713806073094,https://www.tiktok.com/@doudoudonya0/video/7077247403232972038,https://www.tiktok.com/@doudoudonya0/video/7077246087588875525,https://www.tiktok.com/@doudoudonya0/video/7077243394145160453,https://www.tiktok.com/@doudoudonya0/video/7072478391240281350,https://www.tiktok.com/@doudoudonya0/video/7064659701060996357,https://www.tiktok.com/@doudoudonya0/video/7064657581461015813,https://www.tiktok.com/@doudoudonya0/video/7046848553032994054,https://www.tiktok.com/@doudoudonya0/video/7046845547919068421,https://www.tiktok.com/@doudoudonya0/video/7046541766228446469,https://www.tiktok.com/@doudoudonya0/video/7044223806348578053,https://www.tiktok.com/@doudoudonya0/video/7044221881452383494,https://www.tiktok.com/@doudoudonya0/video/7044218579616533765,https://www.tiktok.com/@doudoudonya0/video/7040910535457541381,https://www.tiktok.com/@doudoudonya0/video/7028641108162907397",2023-08-05 00:00:00,225
dpasmara,0.002069961489088575,0.00005455712451861361,null,16400,267,false,false,null,0.002015404364569961,102000,null,"https://www.tiktok.com/@dpasmara/video/7250400434446208262,https://www.tiktok.com/@dpasmara/video/7197033537650822405,https://www.tiktok.com/@dpasmara/video/7192077022821240070,https://www.tiktok.com/@dpasmara/video/7190674679223291141,https://www.tiktok.com/@dpasmara/video/7183994449284844806,https://www.tiktok.com/@dpasmara/video/7175580193359252742,https://www.tiktok.com/@dpasmara/video/7169449819927334170,https://www.tiktok.com/@dpasmara/video/7159463952529902875,https://www.tiktok.com/@dpasmara/video/7155202195376311578,https://www.tiktok.com/@dpasmara/video/7147299606433484059,https://www.tiktok.com/@dpasmara/video/7119853285913201946,https://www.tiktok.com/@dpasmara/video/7115407682428800282,https://www.tiktok.com/@dpasmara/video/7103161422464552218,https://www.tiktok.com/@dpasmara/video/7049297205609450779,https://www.tiktok.com/@dpasmara/video/7047389031386189083,https://www.tiktok.com/@dpasmara/video/7035602997044432154,https://www.tiktok.com/@dpasmara/video/6974251370698509570,https://www.tiktok.com/@dpasmara/video/6937968156417789186,https://www.tiktok.com/@dpasmara/video/6905279502792838401",2023-08-05 00:00:00,19
dpxrt4_,2.125,0.375,null,4,5,false,false,null,1.75,19,null,"https://www.tiktok.com/@dpxrt4_/video/7091662710454111515,https://www.tiktok.com/@dpxrt4_/video/7091564828657044762",2023-08-05 00:00:00,2
dpzzzx08,1.5833333333333333,0.037037037037037035,null,12,30,false,false,null,1.546296296296296,167,null,"https://www.tiktok.com/@dpzzzx08/video/7032627075051834651,https://www.tiktok.com/@dpzzzx08/video/7032619201131056411,https://www.tiktok.com/@dpzzzx08/video/7032490993450601754,https://www.tiktok.com/@dpzzzx08/video/7032490412329717018,https://www.tiktok.com/@dpzzzx08/video/7032489889077726490,https://www.tiktok.com/@dpzzzx08/video/7032343190313143578,https://www.tiktok.com/@dpzzzx08/video/7032342475717004570,https://www.tiktok.com/@dpzzzx08/video/7032341836614176027,https://www.tiktok.com/@dpzzzx08/video/7032341331187862811",2023-08-05 00:00:00,9
dqssqd,0.5454545454545454,0.06060606060606061,null,3,8,false,false,null,0.48484848484848486,16,null,"https://www.tiktok.com/@dqssqd/video/6995942813074590978,https://www.tiktok.com/@dqssqd/video/6995939211434052865,https://www.tiktok.com/@dqssqd/video/6995936727307209986,https://www.tiktok.com/@dqssqd/video/6995933443905359105,https://www.tiktok.com/@dqssqd/video/6995895720284818690,https://www.tiktok.com/@dqssqd/video/6995891484490796289,https://www.tiktok.com/@dqssqd/video/6995885803876470017,https://www.tiktok.com/@dqssqd/video/6995725903430978818,https://www.tiktok.com/@dqssqd/video/6995725683326504194,https://www.tiktok.com/@dqssqd/video/6995719399642615041,https://www.tiktok.com/@dqssqd/video/6995716996608412930",2023-08-01 00:00:00,11
dridon7,0.028535714285714286,0.00032321428571428567,null,16000,479,false,false,null,0.028212499999999998,101700,null,"https://www.tiktok.com/@dridon7/video/7263113174709226753,https://www.tiktok.com/@dridon7/video/7260128175471070466,https://www.tiktok.com/@dridon7/video/7258762314663398657,https://www.tiktok.com/@dridon7/video/7255640628631981313,https://www.tiktok.com/@dridon7/video/7232453296978414850,https://www.tiktok.com/@dridon7/video/7215748878501547266,https://www.tiktok.com/@dridon7/video/7215748256209358082,https://www.tiktok.com/@dridon7/video/7215380073682078977,https://www.tiktok.com/@dridon7/video/7215378995590860033,https://www.tiktok.com/@dridon7/video/7215009886235643137,https://www.tiktok.com/@dridon7/video/7214630701403081985,https://www.tiktok.com/@dridon7/video/7213892597318683906,https://www.tiktok.com/@dridon7/video/7213891715168587009,https://www.tiktok.com/@dridon7/video/7213891220962053378,https://www.tiktok.com/@dridon7/video/7213539906746895618,https://www.tiktok.com/@dridon7/video/7213539208617594114,https://www.tiktok.com/@dridon7/video/7212733158377278722,https://www.tiktok.com/@dridon7/video/7212000556703960322,https://www.tiktok.com/@dridon7/video/7211999668480265473,https://www.tiktok.com/@dridon7/video/7211998307168603394,https://www.tiktok.com/@dridon7/video/7211225638433295617,https://www.tiktok.com/@dridon7/video/7211225244969831682,https://www.tiktok.com/@dridon7/video/7211224631892610306,https://www.tiktok.com/@dridon7/video/7210535768970775810,https://www.tiktok.com/@dridon7/video/7210534379553148161,https://www.tiktok.com/@dridon7/video/7207924560837086471,https://www.tiktok.com/@dridon7/video/7207226955882679570,https://www.tiktok.com/@dridon7/video/7207224613128998162,https://www.tiktok.com/@dridon7/video/7207222618150276370,https://www.tiktok.com/@dridon7/video/7206856212229442834,https://www.tiktok.com/@dridon7/video/7206852990819454215,https://www.tiktok.com/@dridon7/video/7206830323974376712,https://www.tiktok.com/@dridon7/video/7206829644220271879,https://www.tiktok.com/@dridon7/video/7206829147350420744,https://www.tiktok.com/@dridon7/video/7206465355005365512",2023-08-05 00:00:00,494
dudbebe,0.045384615384615384,0.0015384615384615385,null,390,486,false,false,null,0.04384615384615385,513,null,"https://www.tiktok.com/@dudbebe/video/6843920181954120965,https://www.tiktok.com/@dudbebe/video/6843878132114574598,https://www.tiktok.com/@dudbebe/video/6843876430221266182,https://www.tiktok.com/@dudbebe/video/6835342587470155014,https://www.tiktok.com/@dudbebe/video/6829706302982262022,https://www.tiktok.com/@dudbebe/video/6821217545542978821,https://www.tiktok.com/@dudbebe/video/6820513673350565125,https://www.tiktok.com/@dudbebe/video/6820512689626942725,https://www.tiktok.com/@dudbebe/video/6820511124115557637,https://www.tiktok.com/@dudbebe/video/6820508950639824133,https://www.tiktok.com/@dudbebe/video/6817054436406480134,https://www.tiktok.com/@dudbebe/video/6816043509808663814,https://www.tiktok.com/@dudbebe/video/6816041452112497925,https://www.tiktok.com/@dudbebe/video/6815725592596516102,https://www.tiktok.com/@dudbebe/video/6815713497494637829,https://www.tiktok.com/@dudbebe/video/6815706915797044485,https://www.tiktok.com/@dudbebe/video/6814854011276053766,https://www.tiktok.com/@dudbebe/video/6814830417074523398,https://www.tiktok.com/@dudbebe/video/6814175739340918021,https://www.tiktok.com/@dudbebe/video/6814119543737191685,https://www.tiktok.com/@dudbebe/video/6814116522697460997,https://www.tiktok.com/@dudbebe/video/6814104235001531653,https://www.tiktok.com/@dudbebe/video/6813866857141931270,https://www.tiktok.com/@dudbebe/video/6813863809543982341,https://www.tiktok.com/@dudbebe/video/6813488134135893254,https://www.tiktok.com/@dudbebe/video/6812052140391959813,https://www.tiktok.com/@dudbebe/video/6811986576235580677,https://www.tiktok.com/@dudbebe/video/6811976973812780293,https://www.tiktok.com/@dudbebe/video/6811924530018143494,https://www.tiktok.com/@dudbebe/video/6811678706898046214",2023-08-02 00:00:00,30
dxna_leo,0.04937399777969657,0.00010793141729369681,null,147400,2134,false,false,null,0.04926606636240286,662700,null,"https://www.tiktok.com/@dxna_leo/video/7241187551107632385,https://www.tiktok.com/@dxna_leo/video/7215553659021626625,https://www.tiktok.com/@dxna_leo/video/7164041429658914074,https://www.tiktok.com/@dxna_leo/video/7150322776384015642,https://www.tiktok.com/@dxna_leo/video/7147353921177062683,https://www.tiktok.com/@dxna_leo/video/7132093878840118554,https://www.tiktok.com/@dxna_leo/video/7126954218635709722,https://www.tiktok.com/@dxna_leo/video/7119845771381427483,https://www.tiktok.com/@dxna_leo/video/7116547280638840091,https://www.tiktok.com/@dxna_leo/video/7071479295406918939,https://www.tiktok.com/@dxna_leo/video/7065183321851989274,https://www.tiktok.com/@dxna_leo/video/7062661672703364378,https://www.tiktok.com/@dxna_leo/video/7054912275664096538,https://www.tiktok.com/@dxna_leo/video/7052553421466979611,https://www.tiktok.com/@dxna_leo/video/7048858487966813466,https://www.tiktok.com/@dxna_leo/video/7047187352577494298,https://www.tiktok.com/@dxna_leo/video/7013735932255948059,https://www.tiktok.com/@dxna_leo/video/6930113145650416897,https://www.tiktok.com/@dxna_leo/video/6920904986280938754,https://www.tiktok.com/@dxna_leo/video/6919835261409004802,https://www.tiktok.com/@dxna_leo/video/6908705264938044673,https://www.tiktok.com/@dxna_leo/video/6793863667789122818",2023-08-10 00:00:00,26
dy4qbif451rz,0.048726467331118496,0.013289036544850499,null,903,1634,false,false,null,0.035437430786267994,32,null,https://www.tiktok.com/@dy4qbif451rz/video/7063193199027703042,2023-08-02 00:00:00,1
dy4ve581gmu4,0.10647668393782384,0.010880829015544042,null,386,1391,false,false,null,0.09559585492227979,369,null,"https://www.tiktok.com/@dy4ve581gmu4/video/7079726201572560129,https://www.tiktok.com/@dy4ve581gmu4/video/7079725262170098945,https://www.tiktok.com/@dy4ve581gmu4/video/7079724171323804930,https://www.tiktok.com/@dy4ve581gmu4/video/7078906162745281793,https://www.tiktok.com/@dy4ve581gmu4/video/7078903263755619586,https://www.tiktok.com/@dy4ve581gmu4/video/7078674438991973633,https://www.tiktok.com/@dy4ve581gmu4/video/7068727245195480322,https://www.tiktok.com/@dy4ve581gmu4/video/7061638672323480833,https://www.tiktok.com/@dy4ve581gmu4/video/7044823756950359297,https://www.tiktok.com/@dy4ve581gmu4/video/7044554943969201410",2023-08-02 00:00:00,10
dy578apcuhdi,0.03940110323089046,0.003782505910165484,null,235,1632,false,false,null,0.035618597320724976,226,null,"https://www.tiktok.com/@dy578apcuhdi/video/7094741829165370626,https://www.tiktok.com/@dy578apcuhdi/video/7094739121914023169,https://www.tiktok.com/@dy578apcuhdi/video/7034545494059732226,https://www.tiktok.com/@dy578apcuhdi/video/7034450170012077314,https://www.tiktok.com/@dy578apcuhdi/video/7033708189036203265,https://www.tiktok.com/@dy578apcuhdi/video/7033350529480740097,https://www.tiktok.com/@dy578apcuhdi/video/7033280312423582978,https://www.tiktok.com/@dy578apcuhdi/video/7033259572559236353,https://www.tiktok.com/@dy578apcuhdi/video/7033030206096952578,https://www.tiktok.com/@dy578apcuhdi/video/7032533642190605570,https://www.tiktok.com/@dy578apcuhdi/video/7030854924971920642,https://www.tiktok.com/@dy578apcuhdi/video/7030091015683837186,https://www.tiktok.com/@dy578apcuhdi/video/7029545451913366786,https://www.tiktok.com/@dy578apcuhdi/video/7029274345125973250,https://www.tiktok.com/@dy578apcuhdi/video/7028955517112519937,https://www.tiktok.com/@dy578apcuhdi/video/7028883310080167170,https://www.tiktok.com/@dy578apcuhdi/video/7028299251885067521,https://www.tiktok.com/@dy578apcuhdi/video/7028259496665419010,https://www.tiktok.com/@dy578apcuhdi/video/7028256882758388993,https://www.tiktok.com/@dy578apcuhdi/video/7028211966552378626,https://www.tiktok.com/@dy578apcuhdi/video/7028187545305369858,https://www.tiktok.com/@dy578apcuhdi/video/7028139198016130309,https://www.tiktok.com/@dy578apcuhdi/video/7027871543858367749,https://www.tiktok.com/@dy578apcuhdi/video/7027868991267933445,https://www.tiktok.com/@dy578apcuhdi/video/7027853788690074885,https://www.tiktok.com/@dy578apcuhdi/video/7027835384763567366,https://www.tiktok.com/@dy578apcuhdi/video/7027831075850259717",2023-08-02 00:00:00,27
dy5afqw7q7k9,0.023386869540715692,0.0004508312200619893,null,507,837,false,false,null,0.022936038320653704,680,null,"https://www.tiktok.com/@dy5afqw7q7k9/video/7221868061496839451,https://www.tiktok.com/@dy5afqw7q7k9/video/7221837508357754138,https://www.tiktok.com/@dy5afqw7q7k9/video/7221810918974328091,https://www.tiktok.com/@dy5afqw7q7k9/video/7216959896942611738,https://www.tiktok.com/@dy5afqw7q7k9/video/7216304487558958362,https://www.tiktok.com/@dy5afqw7q7k9/video/7212612240543894810,https://www.tiktok.com/@dy5afqw7q7k9/video/7212611601860513050,https://www.tiktok.com/@dy5afqw7q7k9/video/7212610908198063387,https://www.tiktok.com/@dy5afqw7q7k9/video/7212602287997472026,https://www.tiktok.com/@dy5afqw7q7k9/video/7181840140065590555,https://www.tiktok.com/@dy5afqw7q7k9/video/7175888797962472730,https://www.tiktok.com/@dy5afqw7q7k9/video/7175675162132548890,https://www.tiktok.com/@dy5afqw7q7k9/video/7175673371584122138,https://www.tiktok.com/@dy5afqw7q7k9/video/7175672665141693723,https://www.tiktok.com/@dy5afqw7q7k9/video/7175672241454157083,https://www.tiktok.com/@dy5afqw7q7k9/video/7173285248027921690,https://www.tiktok.com/@dy5afqw7q7k9/video/7154264086979661082,https://www.tiktok.com/@dy5afqw7q7k9/video/7153150665563409691,https://www.tiktok.com/@dy5afqw7q7k9/video/7153150009389714715,https://www.tiktok.com/@dy5afqw7q7k9/video/7141330429570731291,https://www.tiktok.com/@dy5afqw7q7k9/video/7135257927732022555,https://www.tiktok.com/@dy5afqw7q7k9/video/7117880446976855322,https://www.tiktok.com/@dy5afqw7q7k9/video/7117276511006182683,https://www.tiktok.com/@dy5afqw7q7k9/video/7116215084434722075,https://www.tiktok.com/@dy5afqw7q7k9/video/7115795025623076123,https://www.tiktok.com/@dy5afqw7q7k9/video/7115773068571610395,https://www.tiktok.com/@dy5afqw7q7k9/video/7115279877334453530,https://www.tiktok.com/@dy5afqw7q7k9/video/7115279742244293915,https://www.tiktok.com/@dy5afqw7q7k9/video/7114242290993925402,https://www.tiktok.com/@dy5afqw7q7k9/video/7114232587719101722,https://www.tiktok.com/@dy5afqw7q7k9/video/7114199808218287387,https://www.tiktok.com/@dy5afqw7q7k9/video/7113524770280361243,https://www.tiktok.com/@dy5afqw7q7k9/video/7110825794552761627,https://www.tiktok.com/@dy5afqw7q7k9/video/7110819766167719195,https://www.tiktok.com/@dy5afqw7q7k9/video/7110099790247038234",2023-08-04 00:00:00,68
dy5bvb33yb37,0.05611545988258318,0.0007338551859099804,null,1022,1379,false,false,null,0.05538160469667319,1132,null,"https://www.tiktok.com/@dy5bvb33yb37/video/7107287113976089862,https://www.tiktok.com/@dy5bvb33yb37/video/7079076456311082245,https://www.tiktok.com/@dy5bvb33yb37/video/7079071937196018950,https://www.tiktok.com/@dy5bvb33yb37/video/7079071170284244230,https://www.tiktok.com/@dy5bvb33yb37/video/7079069516596137222,https://www.tiktok.com/@dy5bvb33yb37/video/7079047706387303685,https://www.tiktok.com/@dy5bvb33yb37/video/7079047261585558790,https://www.tiktok.com/@dy5bvb33yb37/video/7078999758785744134,https://www.tiktok.com/@dy5bvb33yb37/video/7078996954801294598,https://www.tiktok.com/@dy5bvb33yb37/video/7078724895902862598,https://www.tiktok.com/@dy5bvb33yb37/video/7078688309161053446,https://www.tiktok.com/@dy5bvb33yb37/video/7078686353088580870,https://www.tiktok.com/@dy5bvb33yb37/video/7075655507213683974,https://www.tiktok.com/@dy5bvb33yb37/video/7075654271978589446,https://www.tiktok.com/@dy5bvb33yb37/video/7075638289935437061,https://www.tiktok.com/@dy5bvb33yb37/video/7075285309616835846,https://www.tiktok.com/@dy5bvb33yb37/video/7075007129555455238,https://www.tiktok.com/@dy5bvb33yb37/video/7074173214749936901,https://www.tiktok.com/@dy5bvb33yb37/video/7074166059921640709,https://www.tiktok.com/@dy5bvb33yb37/video/6990356887325773061",2023-08-04 00:00:00,20
dy5cij90lwdl,0.3212121212121212,0.010606060606060607,null,198,140,false,false,null,0.3106060606060606,625,null,"https://www.tiktok.com/@dy5cij90lwdl/video/7093673249933970690,https://www.tiktok.com/@dy5cij90lwdl/video/7067617787237141762,https://www.tiktok.com/@dy5cij90lwdl/video/7056051012372614402,https://www.tiktok.com/@dy5cij90lwdl/video/7052933559551528194,https://www.tiktok.com/@dy5cij90lwdl/video/7052392024074390786,https://www.tiktok.com/@dy5cij90lwdl/video/7037923308653841665,https://www.tiktok.com/@dy5cij90lwdl/video/7037442489606753537,https://www.tiktok.com/@dy5cij90lwdl/video/7036814925766937857,https://www.tiktok.com/@dy5cij90lwdl/video/7032134443041049857,https://www.tiktok.com/@dy5cij90lwdl/video/7031949838023511297",2023-08-04 00:00:00,10
dybm96mgez7z,0.02053075129998207,0.0006275775506544738,null,1014,2208,false,false,null,0.019903173749327596,222,null,"https://www.tiktok.com/@dybm96mgez7z/video/7072766413240356097,https://www.tiktok.com/@dybm96mgez7z/video/7048223480487103746,https://www.tiktok.com/@dybm96mgez7z/video/7048218576045526274,https://www.tiktok.com/@dybm96mgez7z/video/7048165348662709505,https://www.tiktok.com/@dybm96mgez7z/video/7047994973064613122,https://www.tiktok.com/@dybm96mgez7z/video/7047992691350588674,https://www.tiktok.com/@dybm96mgez7z/video/7047917533453618434,https://www.tiktok.com/@dybm96mgez7z/video/7047903024236350722,https://www.tiktok.com/@dybm96mgez7z/video/7047642059389308162,https://www.tiktok.com/@dybm96mgez7z/video/7047640741237034241,https://www.tiktok.com/@dybm96mgez7z/video/7046899601940450562",2023-08-07 00:00:00,11
dybr03hr7y4y,0.010757663389242337,0.0008482745324850587,null,1482,9857,false,false,null,0.009909388856757278,3141,null,"https://www.tiktok.com/@dybr03hr7y4y/video/7263547307927407874,https://www.tiktok.com/@dybr03hr7y4y/video/7263546607352761602,https://www.tiktok.com/@dybr03hr7y4y/video/7263546222063947009,https://www.tiktok.com/@dybr03hr7y4y/video/7259854061187566849,https://www.tiktok.com/@dybr03hr7y4y/video/7259853363188190466,https://www.tiktok.com/@dybr03hr7y4y/video/7258396465268133122,https://www.tiktok.com/@dybr03hr7y4y/video/7258396356853681410,https://www.tiktok.com/@dybr03hr7y4y/video/7258396030935338241,https://www.tiktok.com/@dybr03hr7y4y/video/7258058315349970177,https://www.tiktok.com/@dybr03hr7y4y/video/7257321291970006273,https://www.tiktok.com/@dybr03hr7y4y/video/7256937152997526786,https://www.tiktok.com/@dybr03hr7y4y/video/7255390731114777857,https://www.tiktok.com/@dybr03hr7y4y/video/7254345009153969410,https://www.tiktok.com/@dybr03hr7y4y/video/7252137925238852865,https://www.tiktok.com/@dybr03hr7y4y/video/7249466699118857473,https://www.tiktok.com/@dybr03hr7y4y/video/7249464757105872130,https://www.tiktok.com/@dybr03hr7y4y/video/7249463290785451265,https://www.tiktok.com/@dybr03hr7y4y/video/7249427547543358721,https://www.tiktok.com/@dybr03hr7y4y/video/7249109173923859713,https://www.tiktok.com/@dybr03hr7y4y/video/7248996006786845953,https://www.tiktok.com/@dybr03hr7y4y/video/7248756680886881538,https://www.tiktok.com/@dybr03hr7y4y/video/7248312924605844738,https://www.tiktok.com/@dybr03hr7y4y/video/7247662777454628098,https://www.tiktok.com/@dybr03hr7y4y/video/7247662260431195393,https://www.tiktok.com/@dybr03hr7y4y/video/7247661518253214978,https://www.tiktok.com/@dybr03hr7y4y/video/7247600593357819137,https://www.tiktok.com/@dybr03hr7y4y/video/7247597652492258562,https://www.tiktok.com/@dybr03hr7y4y/video/7247272579147336962,https://www.tiktok.com/@dybr03hr7y4y/video/7246921256740670722,https://www.tiktok.com/@dybr03hr7y4y/video/7244272162989739266,https://www.tiktok.com/@dybr03hr7y4y/video/7242046574812040450,https://www.tiktok.com/@dybr03hr7y4y/video/7242046368045387010,https://www.tiktok.com/@dybr03hr7y4y/video/7238769327313374465,https://www.tiktok.com/@dybr03hr7y4y/video/7238673020129135874,https://www.tiktok.com/@dybr03hr7y4y/video/7238643947403365634",2023-08-07 00:00:00,219
dybr8fcpjxho,0.04012915129151291,0.003382533825338253,null,2168,6000,false,false,null,0.03674661746617466,1434,null,"https://www.tiktok.com/@dybr8fcpjxho/video/7116454072617585926,https://www.tiktok.com/@dybr8fcpjxho/video/7114635454712007942,https://www.tiktok.com/@dybr8fcpjxho/video/7114432000437619974,https://www.tiktok.com/@dybr8fcpjxho/video/7110749974782151938,https://www.tiktok.com/@dybr8fcpjxho/video/7109160820071746818,https://www.tiktok.com/@dybr8fcpjxho/video/7109160703767956738,https://www.tiktok.com/@dybr8fcpjxho/video/7109088326421859585,https://www.tiktok.com/@dybr8fcpjxho/video/7048582781265333505,https://www.tiktok.com/@dybr8fcpjxho/video/7045025440712461570,https://www.tiktok.com/@dybr8fcpjxho/video/7045018854338120961,https://www.tiktok.com/@dybr8fcpjxho/video/7045011746716798210,https://www.tiktok.com/@dybr8fcpjxho/video/7043402329432919297,https://www.tiktok.com/@dybr8fcpjxho/video/7039489076004687106,https://www.tiktok.com/@dybr8fcpjxho/video/7035235710349118721,https://www.tiktok.com/@dybr8fcpjxho/video/7035234544907275521,https://www.tiktok.com/@dybr8fcpjxho/video/7029281204608290049,https://www.tiktok.com/@dybr8fcpjxho/video/7029279815844891906,https://www.tiktok.com/@dybr8fcpjxho/video/7027051271886589186",2023-08-07 00:00:00,18
dybrnetg7lpg,0.022358509432704485,0.0017332177854809678,null,2143,4191,false,false,null,0.02062529164722352,13000,null,"https://www.tiktok.com/@dybrnetg7lpg/video/7183238121943829765,https://www.tiktok.com/@dybrnetg7lpg/video/7176633686862040326,https://www.tiktok.com/@dybrnetg7lpg/video/7140582654658841862,https://www.tiktok.com/@dybrnetg7lpg/video/7139512432942238982,https://www.tiktok.com/@dybrnetg7lpg/video/7139511646422043909,https://www.tiktok.com/@dybrnetg7lpg/video/7139248233682849030,https://www.tiktok.com/@dybrnetg7lpg/video/7139244413565275398,https://www.tiktok.com/@dybrnetg7lpg/video/7138107919102463237,https://www.tiktok.com/@dybrnetg7lpg/video/7138107539278843142,https://www.tiktok.com/@dybrnetg7lpg/video/7135940297711832326,https://www.tiktok.com/@dybrnetg7lpg/video/7135901244526316806,https://www.tiktok.com/@dybrnetg7lpg/video/7135889260934106374,https://www.tiktok.com/@dybrnetg7lpg/video/7135886416076213509,https://www.tiktok.com/@dybrnetg7lpg/video/7135883137585810694,https://www.tiktok.com/@dybrnetg7lpg/video/7131724066486078725,https://www.tiktok.com/@dybrnetg7lpg/video/7129755161664277766,https://www.tiktok.com/@dybrnetg7lpg/video/7129751782024154373,https://www.tiktok.com/@dybrnetg7lpg/video/7129750801211329798,https://www.tiktok.com/@dybrnetg7lpg/video/7127326299403701510,https://www.tiktok.com/@dybrnetg7lpg/video/7125737678594657542,https://www.tiktok.com/@dybrnetg7lpg/video/7125153804588174598,https://www.tiktok.com/@dybrnetg7lpg/video/7122986637927124230,https://www.tiktok.com/@dybrnetg7lpg/video/7119058400066948357,https://www.tiktok.com/@dybrnetg7lpg/video/7117280700406992133,https://www.tiktok.com/@dybrnetg7lpg/video/7115665010419911942,https://www.tiktok.com/@dybrnetg7lpg/video/7110975038420978946,https://www.tiktok.com/@dybrnetg7lpg/video/7110966022093458690,https://www.tiktok.com/@dybrnetg7lpg/video/7110634692000468226,https://www.tiktok.com/@dybrnetg7lpg/video/7110634605849480449,https://www.tiktok.com/@dybrnetg7lpg/video/7107548722942283010,https://www.tiktok.com/@dybrnetg7lpg/video/7107370760552877313,https://www.tiktok.com/@dybrnetg7lpg/video/7106905500637302017,https://www.tiktok.com/@dybrnetg7lpg/video/7102806453085310209,https://www.tiktok.com/@dybrnetg7lpg/video/7102806110008134914,https://www.tiktok.com/@dybrnetg7lpg/video/7102425402768952578",2023-08-07 00:00:00,190
