account_id,Sum of awg_engagement_rate,Sum of comment_engagement_rate,create_time,Sum of followers,Sum of following,is_ad_virtual,is_verified,like_count,Sum of like_engagement_rate,Sum of likes,open_favorite,top_videos,timestamp,Sum of videos_count
"IE student 🧑🏻‍💻""",0.22502250225022502,,https://www.tiktok.com/@dz_.2,6324,1,null,,null,,,null,,,
"IG : @bwpluscocopalu""",0.17324561403508773,,https://www.tiktok.com/@bwpluscocopalu,659,33,null,,null,,,null,,,
"IG : wpmdecoration""",0.057457334611697025,,https://www.tiktok.com/@wpmdecoration,153700,213,null,,null,,,null,,,
"Ig: @ethntzn""",0.20526960784313725,,https://www.tiktok.com/@ejtzn,341,34,null,,null,,,null,,,
"ig: @ginnyliu_""",0.029518904660218566,,https://www.tiktok.com/@ginnyliu_,192100,2,null,,null,,,null,,,
"IG: Lucie_cnvo""",0.16006600660066006,,https://www.tiktok.com/@lucie_cnvo,13200,269,null,,null,,,null,,,
"Ig: pablo_bas_""",0.01280821065726726,,https://www.tiktok.com/@pabloo_bas_,1100000,210,null,,null,,,null,,,
"ig: rpixels.jpg""",0.20013409319477035,,https://www.tiktok.com/@rpixels.jpg,624,19,null,,null,,,null,,,
"IG:FBABOYS""",0.6522919734904271,,https://www.tiktok.com/@fbaboys,48100,27,null,,null,,,null,,,
"ɪɢ:lheephatrick""",0.005284450063211125,,https://www.tiktok.com/@lheephatrick20,3848,96,null,,null,,,1,,,
"IG_wagngakase27""",0.018136171922072706,,https://www.tiktok.com/@wagngakase27,903,26,null,,null,,,null,,,
"I'm Straight :)""",0.5622288085358625,,https://www.tiktok.com/@hlegend1248,27000,64,null,,null,,,null,,,
ima6yearold16,0.007047768206734534,0.0007830853563038371,null,1277,943,false,false,null,0.006264682850430697,8,null,https://www.tiktok.com/@ima6yearold16/video/6965207974058953990,2023-07-30 00:00:00,1
imagini.x.andrea,0.02889110889110889,0.00011988011988011988,null,715,1992,false,false,null,0.028771228771228775,2239,null,"https://www.tiktok.com/@imagini.x.andrea/video/7169664992617172230,https://www.tiktok.com/@imagini.x.andrea/video/7169662666548579590,https://www.tiktok.com/@imagini.x.andrea/video/7169200015347436806,https://www.tiktok.com/@imagini.x.andrea/video/7160569018649234693,https://www.tiktok.com/@imagini.x.andrea/video/7160564563530747141,https://www.tiktok.com/@imagini.x.andrea/video/7160560922006654213,https://www.tiktok.com/@imagini.x.andrea/video/7160343032682777862,https://www.tiktok.com/@imagini.x.andrea/video/7159091362581859590,https://www.tiktok.com/@imagini.x.andrea/video/7158861817224105222,https://www.tiktok.com/@imagini.x.andrea/video/7158859752502578437,https://www.tiktok.com/@imagini.x.andrea/video/7092683064970595590,https://www.tiktok.com/@imagini.x.andrea/video/7074579806473538822,https://www.tiktok.com/@imagini.x.andrea/video/7072374904879926534,https://www.tiktok.com/@imagini.x.andrea/video/7072374560217255174,https://www.tiktok.com/@imagini.x.andrea/video/7072372484237987078,https://www.tiktok.com/@imagini.x.andrea/video/7070465804453547270,https://www.tiktok.com/@imagini.x.andrea/video/7068254744975920389,https://www.tiktok.com/@imagini.x.andrea/video/7065363300271312133,https://www.tiktok.com/@imagini.x.andrea/video/7065186342359076101,https://www.tiktok.com/@imagini.x.andrea/video/7065180941597134086,https://www.tiktok.com/@imagini.x.andrea/video/7064084026897730821,https://www.tiktok.com/@imagini.x.andrea/video/7063568633376591110,https://www.tiktok.com/@imagini.x.andrea/video/7062954251441409286,https://www.tiktok.com/@imagini.x.andrea/video/7062952561917037829,https://www.tiktok.com/@imagini.x.andrea/video/7062584389091314950,https://www.tiktok.com/@imagini.x.andrea/video/7062582075173506310,https://www.tiktok.com/@imagini.x.andrea/video/7061993870036339974,https://www.tiktok.com/@imagini.x.andrea/video/7061836778138881285,https://www.tiktok.com/@imagini.x.andrea/video/7061834421074283781,https://www.tiktok.com/@imagini.x.andrea/video/7060523597265161477,https://www.tiktok.com/@imagini.x.andrea/video/7060515471845641478,https://www.tiktok.com/@imagini.x.andrea/video/7060475224474619142,https://www.tiktok.com/@imagini.x.andrea/video/7060469504890916101,https://www.tiktok.com/@imagini.x.andrea/video/7060165956026371333,https://www.tiktok.com/@imagini.x.andrea/video/7060162194335419653",2023-07-30 00:00:00,81
imkjr,17.88135593220339,0.5536723163841808,null,177,4,false,false,null,17.327683615819208,3688,null,https://www.tiktok.com/@imkjr/video/6953822614036942086,2023-07-30 00:00:00,1
imt3h1,0.10090361445783133,0.025602409638554216,null,332,6,false,false,null,0.07530120481927711,50,null,"https://www.tiktok.com/@imt3h1/video/6972221382730026241,https://www.tiktok.com/@imt3h1/video/6970659123310365954",2023-07-31 00:00:00,2
indainda057,0.04067311134980307,0.001217329036877909,null,399,424,false,false,null,0.03945578231292517,1149,null,"https://www.tiktok.com/@indainda057/video/7166526056529202459,https://www.tiktok.com/@indainda057/video/7166511407851244827,https://www.tiktok.com/@indainda057/video/7166506041524407579,https://www.tiktok.com/@indainda057/video/7166169157812161819,https://www.tiktok.com/@indainda057/video/7166112822416411931,https://www.tiktok.com/@indainda057/video/7166109316687138074,https://www.tiktok.com/@indainda057/video/7166083169387679002,https://www.tiktok.com/@indainda057/video/7166081156201368858,https://www.tiktok.com/@indainda057/video/7166078511378140442,https://www.tiktok.com/@indainda057/video/7166064290586283290,https://www.tiktok.com/@indainda057/video/7162420079668366618,https://www.tiktok.com/@indainda057/video/7161393573026336026,https://www.tiktok.com/@indainda057/video/7161328131763146010,https://www.tiktok.com/@indainda057/video/7161326181579574555,https://www.tiktok.com/@indainda057/video/7160995850414492954,https://www.tiktok.com/@indainda057/video/7160867234414447898,https://www.tiktok.com/@indainda057/video/7160573673823407386,https://www.tiktok.com/@indainda057/video/7160215202179419419,https://www.tiktok.com/@indainda057/video/7156930535288278299,https://www.tiktok.com/@indainda057/video/7155459758944701722,https://www.tiktok.com/@indainda057/video/7155411529754529050,https://www.tiktok.com/@indainda057/video/7155407200482118939,https://www.tiktok.com/@indainda057/video/7155400204215176474,https://www.tiktok.com/@indainda057/video/7154581390028197146,https://www.tiktok.com/@indainda057/video/7154554554653216026,https://www.tiktok.com/@indainda057/video/7154550310273355035,https://www.tiktok.com/@indainda057/video/7154234904304258305,https://www.tiktok.com/@indainda057/video/7154225158478171419,https://www.tiktok.com/@indainda057/video/7152141898801581338,https://www.tiktok.com/@indainda057/video/7149593644977163546,https://www.tiktok.com/@indainda057/video/7149593049683840283,https://www.tiktok.com/@indainda057/video/7149066497195904282,https://www.tiktok.com/@indainda057/video/7113117485003574555,https://www.tiktok.com/@indainda057/video/7110426283414375707,https://www.tiktok.com/@indainda057/video/7110422495018241306",2023-07-30 00:00:00,121
indie_accfree2,0.13827893175074185,0.018694362017804153,null,674,253,false,false,null,0.1195845697329377,403,null,"https://www.tiktok.com/@indie_accfree2/video/7083013273209163034,https://www.tiktok.com/@indie_accfree2/video/7082005871881948443,https://www.tiktok.com/@indie_accfree2/video/7082001144804887834,https://www.tiktok.com/@indie_accfree2/video/7081841304740646171,https://www.tiktok.com/@indie_accfree2/video/7081833596805221659",2023-07-30 00:00:00,5
indrajith991,0.033148683542627615,0.000953410871532299,null,6473,656,false,false,null,0.03219527267109532,120300,null,"https://www.tiktok.com/@indrajith991/video/7252778304363711746,https://www.tiktok.com/@indrajith991/video/7252414478057229569,https://www.tiktok.com/@indrajith991/video/7215974815692360961,https://www.tiktok.com/@indrajith991/video/7214908529092644097,https://www.tiktok.com/@indrajith991/video/7214593251561557250,https://www.tiktok.com/@indrajith991/video/7214117765714627842,https://www.tiktok.com/@indrajith991/video/7213798158420200706,https://www.tiktok.com/@indrajith991/video/7211576395535748354,https://www.tiktok.com/@indrajith991/video/7211187167354178818,https://www.tiktok.com/@indrajith991/video/7210842589413657858,https://www.tiktok.com/@indrajith991/video/7210489924917660929,https://www.tiktok.com/@indrajith991/video/7210119899228704001,https://www.tiktok.com/@indrajith991/video/7209728819949833473,https://www.tiktok.com/@indrajith991/video/7209606653572943106,https://www.tiktok.com/@indrajith991/video/7209332207960345857,https://www.tiktok.com/@indrajith991/video/7209175406564412673,https://www.tiktok.com/@indrajith991/video/7208864988167998722,https://www.tiktok.com/@indrajith991/video/7208266430872063237,https://www.tiktok.com/@indrajith991/video/7207803044992453893,https://www.tiktok.com/@indrajith991/video/7207346333433269505,https://www.tiktok.com/@indrajith991/video/7207113461606763777,https://www.tiktok.com/@indrajith991/video/7206731390761651457,https://www.tiktok.com/@indrajith991/video/7205639985012215041,https://www.tiktok.com/@indrajith991/video/7205273459151228161,https://www.tiktok.com/@indrajith991/video/7204352408145710338,https://www.tiktok.com/@indrajith991/video/7204007150337772802,https://www.tiktok.com/@indrajith991/video/7203798099758796033,https://www.tiktok.com/@indrajith991/video/7203639615767530753,https://www.tiktok.com/@indrajith991/video/7203019089609067778,https://www.tiktok.com/@indrajith991/video/7202235439959264513,https://www.tiktok.com/@indrajith991/video/7201919544653286657,https://www.tiktok.com/@indrajith991/video/7201787711953308930,https://www.tiktok.com/@indrajith991/video/7201446282341223682,https://www.tiktok.com/@indrajith991/video/7201059069904424194,https://www.tiktok.com/@indrajith991/video/7200754821866048770",2023-07-30 00:00:00,463
iniintan_3,0.1817629179331307,0.00972644376899696,null,47,30,false,false,null,0.17203647416413373,1138,null,"https://www.tiktok.com/@iniintan_3/video/7061637986533821723,https://www.tiktok.com/@iniintan_3/video/7061634310645845274,https://www.tiktok.com/@iniintan_3/video/7061631347449679131,https://www.tiktok.com/@iniintan_3/video/7059388021224787226,https://www.tiktok.com/@iniintan_3/video/7056326296837655834,https://www.tiktok.com/@iniintan_3/video/7054583015829212442,https://www.tiktok.com/@iniintan_3/video/7052115494735760666,https://www.tiktok.com/@iniintan_3/video/7050088357497490715,https://www.tiktok.com/@iniintan_3/video/7049154433309101338,https://www.tiktok.com/@iniintan_3/video/7048908690878893338,https://www.tiktok.com/@iniintan_3/video/7047136849457892634,https://www.tiktok.com/@iniintan_3/video/7043433463713746202,https://www.tiktok.com/@iniintan_3/video/7043432227664842011,https://www.tiktok.com/@iniintan_3/video/7043297351292800282,https://www.tiktok.com/@iniintan_3/video/7043296648574930203,https://www.tiktok.com/@iniintan_3/video/7043289398661696795,https://www.tiktok.com/@iniintan_3/video/7042727549234908443,https://www.tiktok.com/@iniintan_3/video/7042606007905832219,https://www.tiktok.com/@iniintan_3/video/7042505681584311579,https://www.tiktok.com/@iniintan_3/video/7041538532027960602,https://www.tiktok.com/@iniintan_3/video/7041387752205602075,https://www.tiktok.com/@iniintan_3/video/7041216540443725082,https://www.tiktok.com/@iniintan_3/video/7041180132916153626,https://www.tiktok.com/@iniintan_3/video/7041155391400561947,https://www.tiktok.com/@iniintan_3/video/7041152772305063195,https://www.tiktok.com/@iniintan_3/video/7040480485570645274,https://www.tiktok.com/@iniintan_3/video/7039180633607900442,https://www.tiktok.com/@iniintan_3/video/7038596542894312731,https://www.tiktok.com/@iniintan_3/video/7037457868357979418,https://www.tiktok.com/@iniintan_3/video/7036439705046535451,https://www.tiktok.com/@iniintan_3/video/7035655162169543962,https://www.tiktok.com/@iniintan_3/video/7034758222296681755,https://www.tiktok.com/@iniintan_3/video/7034756946037099803,https://www.tiktok.com/@iniintan_3/video/7034736184689511706,https://www.tiktok.com/@iniintan_3/video/7034734485174308122",2023-07-30 00:00:00,50
"inst: ktp.lizzaa""",0.11603478260869565,,https://www.tiktok.com/@ktp.lizza,1894,25,null,,null,,,null,,,
"Insta Aden_davis_""",0.046813230957445835,,https://www.tiktok.com/@aden_davis_,80100,104,null,,null,,,null,,,
"Insta: @LariiFava""",0.18605326219650042,,https://www.tiktok.com/@lariidiy,858100,34,null,,null,,,3,,,
"insta: @naahzm""",0.36795716639209225,,https://www.tiktok.com/@nathaliazee,62700,43,null,,null,,,null,,,
"Insta: GodUponr""",0.006110612442173583,,https://www.tiktok.com/@godupon,131500,181,null,,null,,,null,,,
"instagram ziaullahshah16""",0.0014745670995670996,,https://www.tiktok.com/@ziaullahshah16,471800,416,null,,null,,,null,,,
"Instagram: @adrian__michalowski""",0.0156441717791411,,https://www.tiktok.com/@the_real_adi,2100000,152,null,,null,,,null,,,
"Instagram: @Bermaii""",0.20993949036908466,,https://www.tiktok.com/@sorquiss,17500,33,null,,null,,,null,,,
"INTERSECTION HAHA""",0.032230150296037645,,https://www.tiktok.com/@trdyantzy8,22000,45,null,,null,,,null,,,
ioopl3,14.214285714285714,0.8214285714285714,null,14,59,false,false,null,13.392857142857142,375,null,"https://www.tiktok.com/@ioopl3/video/6975930756560473345,https://www.tiktok.com/@ioopl3/video/6975928444530003201",2023-07-30 00:00:00,2
ioro00,0.266957153231663,0.019389978213507623,null,1215,4106,false,false,null,0.2475671750181554,24200,null,"https://www.tiktok.com/@ioro00/video/7212867106990296328,https://www.tiktok.com/@ioro00/video/7211620504573168904,https://www.tiktok.com/@ioro00/video/7202552788738460930,https://www.tiktok.com/@ioro00/video/7194962236115307778,https://www.tiktok.com/@ioro00/video/7194209062857329922,https://www.tiktok.com/@ioro00/video/7177930968525720833,https://www.tiktok.com/@ioro00/video/7154310255894154497,https://www.tiktok.com/@ioro00/video/7149296363128343809,https://www.tiktok.com/@ioro00/video/7141772350487334146,https://www.tiktok.com/@ioro00/video/7141407085253725442,https://www.tiktok.com/@ioro00/video/7140745222509595905,https://www.tiktok.com/@ioro00/video/7138575264199494913,https://www.tiktok.com/@ioro00/video/7138324523295722754,https://www.tiktok.com/@ioro00/video/7136656987311443202,https://www.tiktok.com/@ioro00/video/7131217762042563841,https://www.tiktok.com/@ioro00/video/7130766134952987906,https://www.tiktok.com/@ioro00/video/7130670953339686145,https://www.tiktok.com/@ioro00/video/7125896554187066625,https://www.tiktok.com/@ioro00/video/7125799877098949890,https://www.tiktok.com/@ioro00/video/7124904860310408449,https://www.tiktok.com/@ioro00/video/7124013558714617089,https://www.tiktok.com/@ioro00/video/7123943261168848130,https://www.tiktok.com/@ioro00/video/7123912947318951170,https://www.tiktok.com/@ioro00/video/7123833834012953858,https://www.tiktok.com/@ioro00/video/7123691256504487170,https://www.tiktok.com/@ioro00/video/7123458511668874497,https://www.tiktok.com/@ioro00/video/7122849983820221697,https://www.tiktok.com/@ioro00/video/7121915916706663681,https://www.tiktok.com/@ioro00/video/7119608536786537729,https://www.tiktok.com/@ioro00/video/7116639399156223234,https://www.tiktok.com/@ioro00/video/7115799382166981889,https://www.tiktok.com/@ioro00/video/7115751298129071361,https://www.tiktok.com/@ioro00/video/7088908201722219777,https://www.tiktok.com/@ioro00/video/7066915059099880706",2023-07-30 00:00:00,34
ipahpy,0.42087912087912094,0.02197802197802198,null,91,131,false,false,null,0.3989010989010989,371,null,"https://www.tiktok.com/@ipahpy/video/7259411743560977669,https://www.tiktok.com/@ipahpy/video/7259144258983120134,https://www.tiktok.com/@ipahpy/video/7164908639319379205,https://www.tiktok.com/@ipahpy/video/7161189894709136645,https://www.tiktok.com/@ipahpy/video/7161136414363503877,https://www.tiktok.com/@ipahpy/video/7158558071189523717,https://www.tiktok.com/@ipahpy/video/7157800522798337285,https://www.tiktok.com/@ipahpy/video/7100209765195779334,https://www.tiktok.com/@ipahpy/video/7060886902089583877,https://www.tiktok.com/@ipahpy/video/7033880450422607109",2023-07-30 00:00:00,10
ipmpgk75jl,0.9393939393939394,0.045454545454545456,null,66,1,false,false,null,0.8939393939393939,59,null,https://www.tiktok.com/@ipmpgk75jl/video/6759348235615079686,2023-07-31 00:00:00,1
iqxahs,0.2195488721804511,0.009022556390977442,null,38,90,false,false,null,0.21052631578947367,982,null,"https://www.tiktok.com/@iqxahs/video/6970717911434431749,https://www.tiktok.com/@iqxahs/video/6970713846231108870,https://www.tiktok.com/@iqxahs/video/6970705456603860230,https://www.tiktok.com/@iqxahs/video/6970704526022102278,https://www.tiktok.com/@iqxahs/video/6970700300642569478,https://www.tiktok.com/@iqxahs/video/6970176453958700294,https://www.tiktok.com/@iqxahs/video/6969983549277539590,https://www.tiktok.com/@iqxahs/video/6968496809945664774,https://www.tiktok.com/@iqxahs/video/6968491551337008390,https://www.tiktok.com/@iqxahs/video/6968058662422154502,https://www.tiktok.com/@iqxahs/video/6968055077357636869,https://www.tiktok.com/@iqxahs/video/6967616339737332997,https://www.tiktok.com/@iqxahs/video/6967591756648959237,https://www.tiktok.com/@iqxahs/video/6965503557864787206,https://www.tiktok.com/@iqxahs/video/6965112325317676293,https://www.tiktok.com/@iqxahs/video/6965111016212434182,https://www.tiktok.com/@iqxahs/video/6965105679816346885,https://www.tiktok.com/@iqxahs/video/6964779191841639686,https://www.tiktok.com/@iqxahs/video/6964772299014720773,https://www.tiktok.com/@iqxahs/video/6962919652221521158,https://www.tiktok.com/@iqxahs/video/6962545588537740549,https://www.tiktok.com/@iqxahs/video/6962495113624882438,https://www.tiktok.com/@iqxahs/video/6962217219954707717,https://www.tiktok.com/@iqxahs/video/6961438080364449030,https://www.tiktok.com/@iqxahs/video/6959865276808580358,https://www.tiktok.com/@iqxahs/video/6959853823099735301,https://www.tiktok.com/@iqxahs/video/6959842377494170885,https://www.tiktok.com/@iqxahs/video/6959841309712518405,https://www.tiktok.com/@iqxahs/video/6959485984555715846,https://www.tiktok.com/@iqxahs/video/6959115021494373637,https://www.tiktok.com/@iqxahs/video/6959048455079660805,https://www.tiktok.com/@iqxahs/video/6958844473665244422,https://www.tiktok.com/@iqxahs/video/6958764556252384517,https://www.tiktok.com/@iqxahs/video/6958761059398241541,https://www.tiktok.com/@iqxahs/video/6958757996855856390",2023-08-01 00:00:00,89
iqxcharr,21.5,5.5,null,1,2,false,false,null,16,32,null,"https://www.tiktok.com/@iqxcharr/video/6899066653099740422,https://www.tiktok.com/@iqxcharr/video/6898771741816999174",2023-08-01 00:00:00,2
"ista:@ eduuu_ofc (+280k) ✨""",0.09523809523809523,,https://www.tiktok.com/@eduuu_ofc91,60,3,null,,null,,,null,,,
"It’s the lesbian apocalypse 🤭""",0.0316284202137442,,https://www.tiktok.com/@mitskqu,138800,368,null,,null,,,1,,,
itsme_jovy,0.03836770623742455,0.0036468812877263578,null,2272,796,false,false,null,0.034720824949698186,35300,null,"https://www.tiktok.com/@itsme_jovy/video/7259182065738894635,https://www.tiktok.com/@itsme_jovy/video/7253186998398111019,https://www.tiktok.com/@itsme_jovy/video/7251448692832554282,https://www.tiktok.com/@itsme_jovy/video/7248788544645254442,https://www.tiktok.com/@itsme_jovy/video/7247270259521015082,https://www.tiktok.com/@itsme_jovy/video/7246093851612695854,https://www.tiktok.com/@itsme_jovy/video/7246070992764685611,https://www.tiktok.com/@itsme_jovy/video/7245447192327114026,https://www.tiktok.com/@itsme_jovy/video/7242947327315479851,https://www.tiktok.com/@itsme_jovy/video/7230267486036380971,https://www.tiktok.com/@itsme_jovy/video/7227665626372918570,https://www.tiktok.com/@itsme_jovy/video/7220274890081897771,https://www.tiktok.com/@itsme_jovy/video/7217319567272512811,https://www.tiktok.com/@itsme_jovy/video/7214712141524290859,https://www.tiktok.com/@itsme_jovy/video/7200637867981360426,https://www.tiktok.com/@itsme_jovy/video/7196910798357187882,https://www.tiktok.com/@itsme_jovy/video/7196787286779153710,https://www.tiktok.com/@itsme_jovy/video/7194302273202244906,https://www.tiktok.com/@itsme_jovy/video/7192019778041695530,https://www.tiktok.com/@itsme_jovy/video/7189087491012562219,https://www.tiktok.com/@itsme_jovy/video/7186503240773831982,https://www.tiktok.com/@itsme_jovy/video/7183540536484220206,https://www.tiktok.com/@itsme_jovy/video/7181288088201612587,https://www.tiktok.com/@itsme_jovy/video/7179097098783100202,https://www.tiktok.com/@itsme_jovy/video/7170824782097681706,https://www.tiktok.com/@itsme_jovy/video/7170822845763816746,https://www.tiktok.com/@itsme_jovy/video/7160135632734588206,https://www.tiktok.com/@itsme_jovy/video/7157497778854186283,https://www.tiktok.com/@itsme_jovy/video/7155340430392003882,https://www.tiktok.com/@itsme_jovy/video/7144868791892348206,https://www.tiktok.com/@itsme_jovy/video/7144502145969163562,https://www.tiktok.com/@itsme_jovy/video/7141858273338084650,https://www.tiktok.com/@itsme_jovy/video/7140088116999753006,https://www.tiktok.com/@itsme_jovy/video/7134154282781248814,https://www.tiktok.com/@itsme_jovy/video/7129639947614653742",2023-08-01 00:00:00,144
itz_tanim1,0.012961152102409102,0.0003200284469730643,null,1607,25,false,false,null,0.012641123655436038,35400,null,"https://www.tiktok.com/@itz_tanim1/video/7261785636430974210,https://www.tiktok.com/@itz_tanim1/video/7254658305069550856,https://www.tiktok.com/@itz_tanim1/video/7254272090235325703,https://www.tiktok.com/@itz_tanim1/video/7251287932814806279,https://www.tiktok.com/@itz_tanim1/video/7250917723012664584,https://www.tiktok.com/@itz_tanim1/video/7242297624609541383,https://www.tiktok.com/@itz_tanim1/video/7239321689555815687,https://www.tiktok.com/@itz_tanim1/video/7238658466070416658,https://www.tiktok.com/@itz_tanim1/video/7237299224654728456,https://www.tiktok.com/@itz_tanim1/video/7237154844132248840,https://www.tiktok.com/@itz_tanim1/video/7235238996316572936,https://www.tiktok.com/@itz_tanim1/video/7234832273328131335,https://www.tiktok.com/@itz_tanim1/video/7233476726746074375,https://www.tiktok.com/@itz_tanim1/video/7233002254012386567,https://www.tiktok.com/@itz_tanim1/video/7230950840847158546,https://www.tiktok.com/@itz_tanim1/video/7230788295314214152,https://www.tiktok.com/@itz_tanim1/video/7230036744148700423,https://www.tiktok.com/@itz_tanim1/video/7229007155527961863,https://www.tiktok.com/@itz_tanim1/video/7226405814842576136,https://www.tiktok.com/@itz_tanim1/video/7226014274093632776,https://www.tiktok.com/@itz_tanim1/video/7224557565319924993,https://www.tiktok.com/@itz_tanim1/video/7224539069114617089,https://www.tiktok.com/@itz_tanim1/video/7221994220192648450,https://www.tiktok.com/@itz_tanim1/video/7221994026667461890,https://www.tiktok.com/@itz_tanim1/video/7220102015999855873,https://www.tiktok.com/@itz_tanim1/video/7220032900694150401,https://www.tiktok.com/@itz_tanim1/video/7219666589061319938,https://www.tiktok.com/@itz_tanim1/video/7214180338656939282,https://www.tiktok.com/@itz_tanim1/video/7213857769084996871,https://www.tiktok.com/@itz_tanim1/video/7212745360328887560,https://www.tiktok.com/@itz_tanim1/video/7212230124849073426,https://www.tiktok.com/@itz_tanim1/video/7211899964631436551,https://www.tiktok.com/@itz_tanim1/video/7210748971831053586,https://www.tiktok.com/@itz_tanim1/video/7209388947326242056,https://www.tiktok.com/@itz_tanim1/video/7190513175454911745",2023-08-03 00:00:00,274
"iuuuu😽❤️""",0.0032593774940143654,,https://www.tiktok.com/@tham_blink,303200,344,null,,null,,,null,,,
j_iuliano_,1.4656509940416496,0.029172320217096336,null,2948,118,false,false,null,1.436478673824553,244000,null,"https://www.tiktok.com/@j_iuliano_/video/7262761403319143713,https://www.tiktok.com/@j_iuliano_/video/7262754738758880545,https://www.tiktok.com/@j_iuliano_/video/7262735146208595232,https://www.tiktok.com/@j_iuliano_/video/7262728566452817185,https://www.tiktok.com/@j_iuliano_/video/7262725756776615200,https://www.tiktok.com/@j_iuliano_/video/7262426198397979936,https://www.tiktok.com/@j_iuliano_/video/7262418817639304480,https://www.tiktok.com/@j_iuliano_/video/7259419428469689627,https://www.tiktok.com/@j_iuliano_/video/7258998016181308698,https://www.tiktok.com/@j_iuliano_/video/7258993655971581211,https://www.tiktok.com/@j_iuliano_/video/7258320316517125403,https://www.tiktok.com/@j_iuliano_/video/7258035972070264091,https://www.tiktok.com/@j_iuliano_/video/7257640145912974618,https://www.tiktok.com/@j_iuliano_/video/7257639950965886235,https://www.tiktok.com/@j_iuliano_/video/7256808775707790619,https://www.tiktok.com/@j_iuliano_/video/7255707330258554139,https://www.tiktok.com/@j_iuliano_/video/7245983571511446811,https://www.tiktok.com/@j_iuliano_/video/7240843884320836891,https://www.tiktok.com/@j_iuliano_/video/7227228722816945435,https://www.tiktok.com/@j_iuliano_/video/7225006682605112603,https://www.tiktok.com/@j_iuliano_/video/7212301217232375046,https://www.tiktok.com/@j_iuliano_/video/7209644482227096837,https://www.tiktok.com/@j_iuliano_/video/7197890564962929926",2023-08-04 00:00:00,23
j_jfeathers15,0.20512820512820512,0.002403846153846154,null,208,1289,false,false,null,0.20272435897435895,366,null,"https://www.tiktok.com/@j_jfeathers15/video/7101749120666258693,https://www.tiktok.com/@j_jfeathers15/video/7100847156147293445,https://www.tiktok.com/@j_jfeathers15/video/7082770124087823621,https://www.tiktok.com/@j_jfeathers15/video/7082759571801951493,https://www.tiktok.com/@j_jfeathers15/video/7014003736263609606,https://www.tiktok.com/@j_jfeathers15/video/6965255346977901829",2023-08-04 00:00:00,6
j_o_k_e_r_45,0.1269107714184145,0.0017774617845716315,null,97,132,false,false,null,0.12513330963384287,389,null,"https://www.tiktok.com/@j_o_k_e_r_45/video/6843632429115264257,https://www.tiktok.com/@j_o_k_e_r_45/video/6841512601382358273,https://www.tiktok.com/@j_o_k_e_r_45/video/6841052749468044545,https://www.tiktok.com/@j_o_k_e_r_45/video/6840053353293171969,https://www.tiktok.com/@j_o_k_e_r_45/video/6839700619188604162,https://www.tiktok.com/@j_o_k_e_r_45/video/6839246710330412290,https://www.tiktok.com/@j_o_k_e_r_45/video/6836281170293001474,https://www.tiktok.com/@j_o_k_e_r_45/video/6833271459234729217,https://www.tiktok.com/@j_o_k_e_r_45/video/6821171066589793538,https://www.tiktok.com/@j_o_k_e_r_45/video/6816777155649735938,https://www.tiktok.com/@j_o_k_e_r_45/video/6816278975392828673,https://www.tiktok.com/@j_o_k_e_r_45/video/6815103229580332290,https://www.tiktok.com/@j_o_k_e_r_45/video/6812550917527751938,https://www.tiktok.com/@j_o_k_e_r_45/video/6812530008909827329,https://www.tiktok.com/@j_o_k_e_r_45/video/6809948086232730882,https://www.tiktok.com/@j_o_k_e_r_45/video/6809363916448222466,https://www.tiktok.com/@j_o_k_e_r_45/video/6808218258517396737,https://www.tiktok.com/@j_o_k_e_r_45/video/6805952712446856450,https://www.tiktok.com/@j_o_k_e_r_45/video/6804860516125773057,https://www.tiktok.com/@j_o_k_e_r_45/video/6802129646079986945,https://www.tiktok.com/@j_o_k_e_r_45/video/6801350854654905601,https://www.tiktok.com/@j_o_k_e_r_45/video/6800614255243595010,https://www.tiktok.com/@j_o_k_e_r_45/video/6800375097069669634,https://www.tiktok.com/@j_o_k_e_r_45/video/6799507104777440514,https://www.tiktok.com/@j_o_k_e_r_45/video/6799229586954571009,https://www.tiktok.com/@j_o_k_e_r_45/video/6798771477454851330,https://www.tiktok.com/@j_o_k_e_r_45/video/6798763823537966338,https://www.tiktok.com/@j_o_k_e_r_45/video/6778693434845826305,https://www.tiktok.com/@j_o_k_e_r_45/video/6774403263233002753",2023-08-04 00:00:00,29
"J’espère avec les 600 abonnés""",0.02857142857142857,,https://www.tiktok.com/@xrip_you_clip_,104,7,null,,null,,,null,,,
